,Business Id,Account name,Account Full Name,Account type
1127,14,Feasibility studies,Feasibility studies,Income
1128,14,Quality management accreditation,Quality management accreditation,Income
1129,14,Labor,Labor,Income
1130,14,Installation,Installation,Income
1131,14,Maintenance and Repair,Maintenance and Repair,Income
1132,14,Asset management,Asset management,Income
1133,14,Automobile,Automobile,Expenses
1134,14,Fuel,Fuel,Expenses
1135,14,Workers Compensation,Workers Compensation,Expenses
1136,14,Job Expenses,Job Expenses,Expenses
1137,14,Cost of Labor,Cost of Labor,Expenses
1138,14,Installation,Installation,Expenses
1139,14,Maintenance and Repairs,Maintenance and Repairs,Expenses
1140,14,Equipment Repairs,Equipment Repairs,Expenses
1141,14,Gas and Electric,Gas and Electric,Expenses
1142,14,Telephone,Telephone,Expenses
1143,14,Purchases,Purchases,Expenses
1144,14,Quality management assessment,Quality management assessment,Income
1145,14,Design and management services ,Design and management services ,Income
1146,14,Construction management services,Construction management services,Income
1147,14,Design income,Design income,Income
1148,14,Other Income,Other Income,Income
1149,14,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1150,14,Billable Expense Income,Billable Expense Income,Income
1151,14,Discounts given,Discounts given,Income
1152,14,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1153,14,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1154,14,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1155,14,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1156,14,Services,Services,Income
1157,14,Retained Earnings,Retained Earnings,Equity
1158,14,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1159,14,Undeposited Funds,Undeposited Funds,Other Current Assets
1160,14,Equipment Rental,Equipment Rental,Expenses
1161,14,Fees Billed,Fees Billed,Income
1162,14,Refunds-Allowances,Refunds-Allowances,Income
1163,14,Job Materials,Job Materials,Expenses
1164,14,Decks and Patios,Decks and Patios,Expenses
1165,14,Design and management services,Design and management services,Income
1166,14,Feasibility studies,Feasibility studies,Income
1167,14,Quality management accreditation,Quality management accreditation,Income
1168,14,Permits,Permits,Expenses
1169,14,Accounting,Accounting,Expenses
1170,15,Bookkeeper,Bookkeeper,Expenses
1171,15,Lawyer,Lawyer,Expenses
1172,15,Maintenance and Repair,Maintenance and Repair,Expenses
1173,15,Building Repairs,Building Repairs,Expenses
1174,15,Computer Repairs,Computer Repairs,Expenses
1175,15,Advertising,Advertising,Expenses
1176,15,Bank Charges,Bank Charges,Expenses
1177,15,Commissions & fees,Commissions & fees,Expenses
1178,15,Dues & Subscriptions,Dues & Subscriptions,Expenses
1179,15,Insurance,Insurance,Expenses
1180,15,Legal & Professional Fees,Legal & Professional Fees,Expenses
1181,15,Meals and Entertainment,Meals and Entertainment,Expenses
1182,15,Miscellaneous,Miscellaneous,Other Expense
1183,15,Office Expenses,Office Expenses,Expenses
1184,15,Promotional,Promotional,Expenses
1185,15,Rent or Lease,Rent or Lease,Expenses
1186,15,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1187,15,Stationery & Printing,Stationery & Printing,Expenses
1188,15,Supplies,Supplies,Expenses
1189,15,Taxes & Licenses,Taxes & Licenses,Expenses
1190,15,Travel,Travel,Expenses
1191,15,Travel Meals,Travel Meals,Expenses
1192,15,Utilities,Utilities,Expenses
1193,15,Interest Earned,Interest Earned,Other Income
1194,15,Other Portfolio Income,Other Portfolio Income,Other Income
1195,15,Penalties & Settlements,Penalties & Settlements,Other Expense
1196,15,Disposal Fees,Disposal Fees,Expenses
1197,15,Equipment Rental,Equipment Rental,Expenses
1198,15,Uncategorized Income,Uncategorized Income,Income
1199,15,Uncategorized Expense,Uncategorized Expense,Expenses
1200,15,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1201,15,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1202,15,Towboat and tugboat rental or leasing,Towboat and tugboat rental or leasing,Income
1203,15,Checking,Checking,Bank
1204,15,Savings,Savings,Bank
1205,15,Truck,Truck,Fixed Assets
1206,15,Original Cost,Original Cost,Fixed Assets
1207,15,Depreciation,Depreciation,Fixed Assets
1208,15,Depreciation,Depreciation,Other Expense
1209,15,Mastercard,Mastercard,Credit Card
1210,15,Visa,Visa,Credit Card
1211,15,Loan Payable,Loan Payable,Other Current Liabilities
1212,15,Notes Payable,Notes Payable,Long Term Liabilities
1213,15,Tanker rental or leasing,Tanker rental or leasing,Income
1214,15,Job Materials,Job Materials,Income
1215,15,Decks and Patios,Decks and Patios,Income
1216,15,Barge rental or leasing,Barge rental or leasing,Income
1217,15,Heavy construction equipment rental,Heavy construction equipment rental,Income
1218,15,Oil field machinery and equipment rental or leasing,Oil field machinery and equipment rental or leasing,Income
1219,15,Labor,Labor,Income
1220,15,Installation,Installation,Income
1221,15,Maintenance and Repair,Maintenance and Repair,Income
1222,15,Forestry and logging machinery and equipment rental or leasing,Forestry and logging machinery and equipment rental or leasing,Income
1223,15,Automobile,Automobile,Expenses
1224,15,Fuel,Fuel,Expenses
1225,15,Workers Compensation,Workers Compensation,Expenses
1226,15,Job Expenses,Job Expenses,Expenses
1227,15,Cost of Labor,Cost of Labor,Expenses
1228,15,Installation,Installation,Expenses
1229,15,Maintenance and Repairs,Maintenance and Repairs,Expenses
1230,15,Equipment Repairs,Equipment Repairs,Expenses
1231,15,Gas and Electric,Gas and Electric,Expenses
1232,15,Telephone,Telephone,Expenses
1233,15,Purchases,Purchases,Expenses
1234,15,Mining machinery and equipment rental or leasing,Mining machinery and equipment rental or leasing,Income
1235,15,Aircraft rental or leasing,Aircraft rental or leasing,Income
1236,15,Railcar rental or leasing,Railcar rental or leasing,Income
1237,15,Design income,Design income,Income
1238,15,Other Income,Other Income,Income
1239,15,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1240,15,Billable Expense Income,Billable Expense Income,Income
1241,15,Discounts given,Discounts given,Income
1242,15,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1243,15,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1244,15,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1245,15,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1246,15,Services,Services,Income
1247,15,Retained Earnings,Retained Earnings,Equity
1248,15,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1249,15,Undeposited Funds,Undeposited Funds,Other Current Assets
1250,15,Equipment Rental,Equipment Rental,Expenses
1251,15,Fees Billed,Fees Billed,Income
1252,15,Refunds-Allowances,Refunds-Allowances,Income
1253,15,Job Materials,Job Materials,Expenses
1254,15,Decks and Patios,Decks and Patios,Expenses
1255,15,"Boat, ship and steamship rental or leasing","Boat, ship and steamship rental or leasing",Income
1256,15,Heavy construction equipment rental,Heavy construction equipment rental,Income
1257,15,Oil field machinery and equipment rental or leasing,Oil field machinery and equipment rental or leasing,Income
1258,15,Permits,Permits,Expenses
1259,15,Accounting,Accounting,Expenses
1260,16,Bookkeeper,Bookkeeper,Expenses
1261,16,Lawyer,Lawyer,Expenses
1262,16,Maintenance and Repair,Maintenance and Repair,Expenses
1263,16,Building Repairs,Building Repairs,Expenses
1264,16,Computer Repairs,Computer Repairs,Expenses
1265,16,Advertising,Advertising,Expenses
1266,16,Bank Charges,Bank Charges,Expenses
1267,16,Commissions & fees,Commissions & fees,Expenses
1268,16,Dues & Subscriptions,Dues & Subscriptions,Expenses
1269,16,Insurance,Insurance,Expenses
1270,16,Legal & Professional Fees,Legal & Professional Fees,Expenses
1271,16,Meals and Entertainment,Meals and Entertainment,Expenses
1272,16,Miscellaneous,Miscellaneous,Other Expense
1273,16,Office Expenses,Office Expenses,Expenses
1274,16,Promotional,Promotional,Expenses
1275,16,Rent or Lease,Rent or Lease,Expenses
1276,16,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1277,16,Stationery & Printing,Stationery & Printing,Expenses
1278,16,Supplies,Supplies,Expenses
1279,16,Taxes & Licenses,Taxes & Licenses,Expenses
1280,16,Travel,Travel,Expenses
1281,16,Travel Meals,Travel Meals,Expenses
1282,16,Utilities,Utilities,Expenses
1283,16,Interest Earned,Interest Earned,Other Income
1284,16,Other Portfolio Income,Other Portfolio Income,Other Income
1285,16,Penalties & Settlements,Penalties & Settlements,Other Expense
1286,16,Disposal Fees,Disposal Fees,Expenses
1287,16,Equipment Rental,Equipment Rental,Expenses
1288,16,Uncategorized Income,Uncategorized Income,Income
1289,16,Uncategorized Expense,Uncategorized Expense,Expenses
1290,16,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1291,16,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1292,16,Fishing supply retailing,Fishing supply retailing,Income
1293,16,Checking,Checking,Bank
1294,16,Savings,Savings,Bank
1295,16,Truck,Truck,Fixed Assets
1296,16,Original Cost,Original Cost,Fixed Assets
1297,16,Depreciation,Depreciation,Fixed Assets
1298,16,Depreciation,Depreciation,Other Expense
1299,16,Mastercard,Mastercard,Credit Card
1300,16,Visa,Visa,Credit Card
1301,16,Loan Payable,Loan Payable,Other Current Liabilities
1302,16,Notes Payable,Notes Payable,Long Term Liabilities
1303,16,Exercise equipment retailing,Exercise equipment retailing,Income
1304,16,Job Materials,Job Materials,Income
1305,16,Decks and Patios,Decks and Patios,Income
1306,16,Bicycle retailing,Bicycle retailing,Income
1307,16,Saddlery retailing,Saddlery retailing,Income
1308,16,Motorbike ,Motorbike ,Income
1309,16,Labor,Labor,Income
1310,16,Installation,Installation,Income
1311,16,Maintenance and Repair,Maintenance and Repair,Income
1312,16,Golf equipment and supply retailing,Golf equipment and supply retailing,Income
1313,16,Automobile,Automobile,Expenses
1314,16,Fuel,Fuel,Expenses
1315,16,Workers Compensation,Workers Compensation,Expenses
1316,16,Job Expenses,Job Expenses,Expenses
1317,16,Cost of Labor,Cost of Labor,Expenses
1318,16,Installation,Installation,Expenses
1319,16,Maintenance and Repairs,Maintenance and Repairs,Expenses
1320,16,Equipment Repairs,Equipment Repairs,Expenses
1321,16,Gas and Electric,Gas and Electric,Expenses
1322,16,Telephone,Telephone,Expenses
1323,16,Purchases,Purchases,Expenses
1324,16,Other sporting goods retailing,Other sporting goods retailing,Income
1325,16,Athletic uniforms retailing,Athletic uniforms retailing,Income
1326,16,Diving equipment retailing,Diving equipment retailing,Income
1327,16,Design income,Design income,Income
1328,16,Other Income,Other Income,Income
1329,16,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1330,16,Billable Expense Income,Billable Expense Income,Income
1331,16,Discounts given,Discounts given,Income
1332,16,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1333,16,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1334,16,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1335,16,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1336,16,Services,Services,Income
1337,16,Retained Earnings,Retained Earnings,Equity
1338,16,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1339,16,Undeposited Funds,Undeposited Funds,Other Current Assets
1340,16,Equipment Rental,Equipment Rental,Expenses
1341,16,Fees Billed,Fees Billed,Income
1342,16,Refunds-Allowances,Refunds-Allowances,Income
1343,16,Job Materials,Job Materials,Expenses
1344,16,Decks and Patios,Decks and Patios,Expenses
1345,16,Bowling equipment and supply retailing,Bowling equipment and supply retailing,Income
1346,16,Saddlery retailing,Saddlery retailing,Income
1347,16,Motorbike ,Motorbike ,Income
1348,16,Permits,Permits,Expenses
1349,16,Accounting,Accounting,Expenses
1350,17,Bookkeeper,Bookkeeper,Expenses
1351,17,Lawyer,Lawyer,Expenses
1352,17,Maintenance and Repair,Maintenance and Repair,Expenses
1353,17,Building Repairs,Building Repairs,Expenses
1354,17,Computer Repairs,Computer Repairs,Expenses
1355,17,Advertising,Advertising,Expenses
1356,17,Bank Charges,Bank Charges,Expenses
1357,17,Commissions & fees,Commissions & fees,Expenses
1358,17,Dues & Subscriptions,Dues & Subscriptions,Expenses
1359,17,Insurance,Insurance,Expenses
1360,17,Legal & Professional Fees,Legal & Professional Fees,Expenses
1361,17,Meals and Entertainment,Meals and Entertainment,Expenses
1362,17,Miscellaneous,Miscellaneous,Other Expense
1363,17,Office Expenses,Office Expenses,Expenses
1364,17,Promotional,Promotional,Expenses
1365,17,Rent or Lease,Rent or Lease,Expenses
1366,17,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1367,17,Stationery & Printing,Stationery & Printing,Expenses
1368,17,Supplies,Supplies,Expenses
1369,17,Taxes & Licenses,Taxes & Licenses,Expenses
1370,17,Travel,Travel,Expenses
1371,17,Travel Meals,Travel Meals,Expenses
1372,17,Utilities,Utilities,Expenses
1373,17,Interest Earned,Interest Earned,Other Income
1374,17,Other Portfolio Income,Other Portfolio Income,Other Income
1375,17,Penalties & Settlements,Penalties & Settlements,Other Expense
1376,17,Disposal Fees,Disposal Fees,Expenses
1377,17,Equipment Rental,Equipment Rental,Expenses
1378,17,Uncategorized Income,Uncategorized Income,Income
1379,17,Uncategorized Expense,Uncategorized Expense,Expenses
1380,17,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1381,17,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1382,17,Providing independent operation of railroad terminals,Providing independent operation of railroad terminals,Income
1383,17,Checking,Checking,Bank
1384,17,Savings,Savings,Bank
1385,17,Truck,Truck,Fixed Assets
1386,17,Original Cost,Original Cost,Fixed Assets
1387,17,Depreciation,Depreciation,Fixed Assets
1388,17,Depreciation,Depreciation,Other Expense
1389,17,Mastercard,Mastercard,Credit Card
1390,17,Visa,Visa,Credit Card
1391,17,Loan Payable,Loan Payable,Other Current Liabilities
1392,17,Notes Payable,Notes Payable,Long Term Liabilities
1393,17,Providing railroad switching services,Providing railroad switching services,Income
1394,17,Job Materials,Job Materials,Income
1395,17,Decks and Patios,Decks and Patios,Income
1396,17,Providing grain leveling and trimming in railroad cars,Providing grain leveling and trimming in railroad cars,Income
1397,17,Maintenance and repair work,Maintenance and repair work,Income
1398,17,Rail transportation support and other products,Rail transportation support and other products,Income
1399,17,Labor,Labor,Income
1400,17,Installation,Installation,Income
1401,17,Maintenance and Repair,Maintenance and Repair,Income
1402,17,Providing shunting trailers in rail terminals,Providing shunting trailers in rail terminals,Income
1403,17,Automobile,Automobile,Expenses
1404,17,Fuel,Fuel,Expenses
1405,17,Workers Compensation,Workers Compensation,Expenses
1406,17,Job Expenses,Job Expenses,Expenses
1407,17,Cost of Labor,Cost of Labor,Expenses
1408,17,Installation,Installation,Expenses
1409,17,Maintenance and Repairs,Maintenance and Repairs,Expenses
1410,17,Equipment Repairs,Equipment Repairs,Expenses
1411,17,Gas and Electric,Gas and Electric,Expenses
1412,17,Telephone,Telephone,Expenses
1413,17,Purchases,Purchases,Expenses
1414,17,Packing services for goods,Packing services for goods,Income
1415,17,Providing freight car cleaning services,Providing freight car cleaning services,Income
1416,17,"Repairing locomotives and railcars (except factory conversion, overhaul and rebuilding)","Repairing locomotives and railcars (except factory conversion, overhaul and rebuilding)",Income
1417,17,Design income,Design income,Income
1418,17,Other Income,Other Income,Income
1419,17,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1420,17,Billable Expense Income,Billable Expense Income,Income
1421,17,Discounts given,Discounts given,Income
1422,17,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1423,17,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1424,17,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1425,17,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1426,17,Services,Services,Income
1427,17,Retained Earnings,Retained Earnings,Equity
1428,17,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1429,17,Undeposited Funds,Undeposited Funds,Other Current Assets
1430,17,Equipment Rental,Equipment Rental,Expenses
1431,17,Fees Billed,Fees Billed,Income
1432,17,Refunds-Allowances,Refunds-Allowances,Income
1433,17,Job Materials,Job Materials,Expenses
1434,17,Decks and Patios,Decks and Patios,Expenses
1435,17,Providing loading and unloading services at rail terminals,Providing loading and unloading services at rail terminals,Income
1436,17,Maintenance and repair work,Maintenance and repair work,Income
1437,17,Rail transportation support and other products,Rail transportation support and other products,Income
1438,17,Permits,Permits,Expenses
1439,17,Accounting,Accounting,Expenses
1440,18,Bookkeeper,Bookkeeper,Expenses
1441,18,Lawyer,Lawyer,Expenses
1442,18,Maintenance and Repair,Maintenance and Repair,Expenses
1443,18,Building Repairs,Building Repairs,Expenses
1444,18,Computer Repairs,Computer Repairs,Expenses
1445,18,Advertising,Advertising,Expenses
1446,18,Bank Charges,Bank Charges,Expenses
1447,18,Commissions & fees,Commissions & fees,Expenses
1448,18,Dues & Subscriptions,Dues & Subscriptions,Expenses
1449,18,Insurance,Insurance,Expenses
1450,18,Legal & Professional Fees,Legal & Professional Fees,Expenses
1451,18,Meals and Entertainment,Meals and Entertainment,Expenses
1452,18,Miscellaneous,Miscellaneous,Other Expense
1453,18,Office Expenses,Office Expenses,Expenses
1454,18,Promotional,Promotional,Expenses
1455,18,Rent or Lease,Rent or Lease,Expenses
1456,18,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1457,18,Stationery & Printing,Stationery & Printing,Expenses
1458,18,Supplies,Supplies,Expenses
1459,18,Taxes & Licenses,Taxes & Licenses,Expenses
1460,18,Travel,Travel,Expenses
1461,18,Travel Meals,Travel Meals,Expenses
1462,18,Utilities,Utilities,Expenses
1463,18,Interest Earned,Interest Earned,Other Income
1464,18,Other Portfolio Income,Other Portfolio Income,Other Income
1465,18,Penalties & Settlements,Penalties & Settlements,Other Expense
1466,18,Disposal Fees,Disposal Fees,Expenses
1467,18,Equipment Rental,Equipment Rental,Expenses
1468,18,Uncategorized Income,Uncategorized Income,Income
1469,18,Uncategorized Expense,Uncategorized Expense,Expenses
1470,18,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1471,18,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1472,18,Other nonfossil-fuel power generation,Other nonfossil-fuel power generation,Income
1473,18,Checking,Checking,Bank
1474,18,Savings,Savings,Bank
1475,18,Truck,Truck,Fixed Assets
1476,18,Original Cost,Original Cost,Fixed Assets
1477,18,Depreciation,Depreciation,Fixed Assets
1478,18,Depreciation,Depreciation,Other Expense
1479,18,Mastercard,Mastercard,Credit Card
1480,18,Visa,Visa,Credit Card
1481,18,Loan Payable,Loan Payable,Other Current Liabilities
1482,18,Notes Payable,Notes Payable,Long Term Liabilities
1483,18,Other renewable-fueled power generation,Other renewable-fueled power generation,Income
1484,18,Job Materials,Job Materials,Income
1485,18,Decks and Patios,Decks and Patios,Income
1486,18,Wood- and wood waste-fueled power generation,Wood- and wood waste-fueled power generation,Income
1487,18,Wind Power generation,Wind Power generation,Income
1488,18,Other non-renewable power generation,Other non-renewable power generation,Income
1489,18,Labor,Labor,Income
1490,18,Installation,Installation,Income
1491,18,Maintenance and Repair,Maintenance and Repair,Income
1492,18,Other nonnuclear power generation,Other nonnuclear power generation,Income
1493,18,Automobile,Automobile,Expenses
1494,18,Fuel,Fuel,Expenses
1495,18,Workers Compensation,Workers Compensation,Expenses
1496,18,Job Expenses,Job Expenses,Expenses
1497,18,Cost of Labor,Cost of Labor,Expenses
1498,18,Installation,Installation,Expenses
1499,18,Maintenance and Repairs,Maintenance and Repairs,Expenses
1500,18,Equipment Repairs,Equipment Repairs,Expenses
1501,18,Gas and Electric,Gas and Electric,Expenses
1502,18,Telephone,Telephone,Expenses
1503,18,Purchases,Purchases,Expenses
1504,18,Coal Power generation,Coal Power generation,Income
1505,18,Hydroelectric power generation,Hydroelectric power generation,Income
1506,18,Geothermal-fueled power generation,Geothermal-fueled power generation,Income
1507,18,Design income,Design income,Income
1508,18,Other Income,Other Income,Income
1509,18,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1510,18,Billable Expense Income,Billable Expense Income,Income
1511,18,Discounts given,Discounts given,Income
1512,18,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1513,18,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1514,18,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1515,18,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1516,18,Services,Services,Income
1517,18,Retained Earnings,Retained Earnings,Equity
1518,18,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1519,18,Undeposited Funds,Undeposited Funds,Other Current Assets
1520,18,Equipment Rental,Equipment Rental,Expenses
1521,18,Fees Billed,Fees Billed,Income
1522,18,Refunds-Allowances,Refunds-Allowances,Income
1523,18,Job Materials,Job Materials,Expenses
1524,18,Decks and Patios,Decks and Patios,Expenses
1525,18,Biogenic municipal waste-fueled power generation,Biogenic municipal waste-fueled power generation,Income
1526,18,Wind Power generation,Wind Power generation,Income
1527,18,Other non-renewable power generation,Other non-renewable power generation,Income
1528,18,Permits,Permits,Expenses
1529,18,Accounting,Accounting,Expenses
1530,19,Bookkeeper,Bookkeeper,Expenses
1531,19,Lawyer,Lawyer,Expenses
1532,19,Maintenance and Repair,Maintenance and Repair,Expenses
1533,19,Building Repairs,Building Repairs,Expenses
1534,19,Computer Repairs,Computer Repairs,Expenses
1535,19,Advertising,Advertising,Expenses
1536,19,Bank Charges,Bank Charges,Expenses
1537,19,Commissions & fees,Commissions & fees,Expenses
1538,19,Dues & Subscriptions,Dues & Subscriptions,Expenses
1539,19,Insurance,Insurance,Expenses
1540,19,Legal & Professional Fees,Legal & Professional Fees,Expenses
1541,19,Meals and Entertainment,Meals and Entertainment,Expenses
1542,19,Miscellaneous,Miscellaneous,Other Expense
1543,19,Office Expenses,Office Expenses,Expenses
1544,19,Promotional,Promotional,Expenses
1545,19,Rent or Lease,Rent or Lease,Expenses
1546,19,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1547,19,Stationery & Printing,Stationery & Printing,Expenses
1548,19,Supplies,Supplies,Expenses
1549,19,Taxes & Licenses,Taxes & Licenses,Expenses
1550,19,Travel,Travel,Expenses
1551,19,Travel Meals,Travel Meals,Expenses
1552,19,Utilities,Utilities,Expenses
1553,19,Interest Earned,Interest Earned,Other Income
1554,19,Other Portfolio Income,Other Portfolio Income,Other Income
1555,19,Penalties & Settlements,Penalties & Settlements,Other Expense
1556,19,Disposal Fees,Disposal Fees,Expenses
1557,19,Equipment Rental,Equipment Rental,Expenses
1558,19,Uncategorized Income,Uncategorized Income,Income
1559,19,Uncategorized Expense,Uncategorized Expense,Expenses
1560,19,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1561,19,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1562,19,Wholesaling marine supplies (except pleasure),Wholesaling marine supplies (except pleasure),Income
1563,19,Checking,Checking,Bank
1564,19,Savings,Savings,Bank
1565,19,Truck,Truck,Fixed Assets
1566,19,Original Cost,Original Cost,Fixed Assets
1567,19,Depreciation,Depreciation,Fixed Assets
1568,19,Depreciation,Depreciation,Other Expense
1569,19,Mastercard,Mastercard,Credit Card
1570,19,Visa,Visa,Credit Card
1571,19,Loan Payable,Loan Payable,Other Current Liabilities
1572,19,Notes Payable,Notes Payable,Long Term Liabilities
1573,19,Wholesaling locomotives,Wholesaling locomotives,Income
1574,19,Job Materials,Job Materials,Income
1575,19,Decks and Patios,Decks and Patios,Income
1576,19,Wholesaling aircraft engines and parts,Wholesaling aircraft engines and parts,Income
1577,19,Wholesaling railroad cars,Wholesaling railroad cars,Income
1578,19,Wholesaling ships,Wholesaling ships,Income
1579,19,Labor,Labor,Income
1580,19,Installation,Installation,Income
1581,19,Maintenance and Repair,Maintenance and Repair,Income
1582,19,Wholesaling navigational instruments (except electronic),Wholesaling navigational instruments (except electronic),Income
1583,19,Automobile,Automobile,Expenses
1584,19,Fuel,Fuel,Expenses
1585,19,Workers Compensation,Workers Compensation,Expenses
1586,19,Job Expenses,Job Expenses,Expenses
1587,19,Cost of Labor,Cost of Labor,Expenses
1588,19,Installation,Installation,Expenses
1589,19,Maintenance and Repairs,Maintenance and Repairs,Expenses
1590,19,Equipment Repairs,Equipment Repairs,Expenses
1591,19,Gas and Electric,Gas and Electric,Expenses
1592,19,Telephone,Telephone,Expenses
1593,19,Purchases,Purchases,Expenses
1594,19,Wholesaling railroad equipment and supplies,Wholesaling railroad equipment and supplies,Income
1595,19,Wholesaling aeronautical equipment and supplies,Wholesaling aeronautical equipment and supplies,Income
1596,19,Wholesaling boats (except pleasure),Wholesaling boats (except pleasure),Income
1597,19,Design income,Design income,Income
1598,19,Other Income,Other Income,Income
1599,19,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1600,19,Billable Expense Income,Billable Expense Income,Income
1601,19,Discounts given,Discounts given,Income
1602,19,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1603,19,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1604,19,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1605,19,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1606,19,Services,Services,Income
1607,19,Retained Earnings,Retained Earnings,Equity
1608,19,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1609,19,Undeposited Funds,Undeposited Funds,Other Current Assets
1610,19,Equipment Rental,Equipment Rental,Expenses
1611,19,Fees Billed,Fees Billed,Income
1612,19,Refunds-Allowances,Refunds-Allowances,Income
1613,19,Job Materials,Job Materials,Expenses
1614,19,Decks and Patios,Decks and Patios,Expenses
1615,19,Wholesaling aircraft,Wholesaling aircraft,Income
1616,19,Wholesaling railroad cars,Wholesaling railroad cars,Income
1617,19,Wholesaling ships,Wholesaling ships,Income
1618,19,Permits,Permits,Expenses
1619,19,Accounting,Accounting,Expenses
1620,20,Bookkeeper,Bookkeeper,Expenses
1621,20,Lawyer,Lawyer,Expenses
1622,20,Maintenance and Repair,Maintenance and Repair,Expenses
1623,20,Building Repairs,Building Repairs,Expenses
1624,20,Computer Repairs,Computer Repairs,Expenses
1625,20,Advertising,Advertising,Expenses
1626,20,Bank Charges,Bank Charges,Expenses
1627,20,Commissions & fees,Commissions & fees,Expenses
1628,20,Dues & Subscriptions,Dues & Subscriptions,Expenses
1629,20,Insurance,Insurance,Expenses
1630,20,Legal & Professional Fees,Legal & Professional Fees,Expenses
1631,20,Meals and Entertainment,Meals and Entertainment,Expenses
1632,20,Miscellaneous,Miscellaneous,Other Expense
1633,20,Office Expenses,Office Expenses,Expenses
1634,20,Promotional,Promotional,Expenses
1635,20,Rent or Lease,Rent or Lease,Expenses
1636,20,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1637,20,Stationery & Printing,Stationery & Printing,Expenses
1638,20,Supplies,Supplies,Expenses
1639,20,Taxes & Licenses,Taxes & Licenses,Expenses
1640,20,Travel,Travel,Expenses
1641,20,Travel Meals,Travel Meals,Expenses
1642,20,Utilities,Utilities,Expenses
1643,20,Interest Earned,Interest Earned,Other Income
1644,20,Other Portfolio Income,Other Portfolio Income,Other Income
1645,20,Penalties & Settlements,Penalties & Settlements,Other Expense
1646,20,Disposal Fees,Disposal Fees,Expenses
1647,20,Equipment Rental,Equipment Rental,Expenses
1648,20,Uncategorized Income,Uncategorized Income,Income
1649,20,Uncategorized Expense,Uncategorized Expense,Expenses
1650,20,Uncategorized Asset,Uncategorized Asset,Other Current Assets
